during	111000001001100100001	30
News	1110000010011000001111110001011001101110	30
Saturday	1110000010011000000100011	30
record	1110000010011000010100001	30
group	111000001001100000111100100101	29
Sunday	1110000010011000001110011110	29
those	111000001001100000100111101010	29
United	111000001001111011111	29
recent	111000001001100000010100100	28
made	1110000010011000010110100	28
power	1110000010011001000000001	27
you	1110000010011000001111101001000011000011010	27
while	11100000100110001010101	27
back	111000001001101110011	27
officials	111000001001100000011010000	27
any	111000001001100000101011101001	27
political	11100000100110000011010100	27
called	111000001001100000111101101100	27
States	111000001001111011110	27
Democratic	1110000010011000001110111100001101	26
federal	111000001001100000100100011100110011100000	26
Thursday	111000001001100000111011001101	25
ago	11100000100111000001111111	25
law	11100000100110000010010001111	25
Service	111000001001000110	25
Wednesday	11100000100110001010001	25
On	11100000100110000010101001101001	25
both	1110000010011000001100101111010	25
And	111000001001100001011101111	25
down	111000001001100010000110100	25
Kostunica	11100000100110000011100110000011001	25
Court	1110000010011001110101	25
many	111000001001100000111100110001100	25
players	111000001001100000100100110001	25
our	1110000010011000000110000100101	25
Republican	111000001001100000111011110001100001001	24
Palestinian	1110000010011000001100010110000000011010	24
another	11100000100110000011101111100101	24
even	111000001001100000111100000101	24
Yugoslavia	11100000100110000011100110111111	24
This	111000001001100000101000010001	24
Indonesia	11100000100110100100111	24
such	11100000100110000011100010001011	23
so	11100000100110000010101001110110010	23
take	11100000100110000011101111001111	23
going	111000001001100000101010001000101110110	23
Israel	1110000010011011110010	23
party	111000001001100001101011000	23
decision	111000001001100001011011010	23
American	111000001001100000101010011000011	23
East	11100000100110000011110011000011010101	23
team	11100000100110000101100101	22
where	1110000010011000001111001010110	22
off	1110000010011000001011101011010	22
night	1110000010011101011	22
she	1110000010011000001010100110011101101	22
By	1110000010010001010111011010000010010011001	22
Washington	11100000100110000001001000111	22
Pinochet	111000001001100111101011101001101	22
New	11100000100110000100101001010111010	22
including	1110000010011000001111010100100	22
Security	111000001001111100100011001111	22
might	11100000100110000011110010001110101	22
State	1110000010011000001110001100111110110101000	22
being	1110000010011000001000010010100	21
fund	1110000010011000001111001000111010011111110100101110	21
They	111000001001101000101110010	21
race	11100000100110000011100011110111	21
George	11100000100110000011101111000100001	21
Clinton	111000001001100000111011111100100	21
make	1110000010011000001011100101	21
least	1110000010011000001100111110011000	21
feathers	111000001001100000100111111000000110100	21
day	111000001001100001001001	21
each	1110000010011000001111000011100101011001	21
issues	11100000100110000011101000001	21
growth	1110000010011100001110111001	21
funds	1110000010011000001111001000111010011111110100100	21
until	11100000100110000010000010101	20
how	1110000010011000001000111101100	20
much	1110000010011000001011100111	20
later	1110000010011000010010000	20
vote	11100000100110000110100000	20
former	11100000100110000011100010000001	20
Florida	1110000010011000001110111100011010111100	20
National	11100000100110000010100010010	20
Lieberman	1110000010011000000101010011	20
governor	11100000100110000011101111000010010	20
Al	111000001001100000111011110001011111010	20
companies	11100000100110000011110011000100111000000	20
billion	1110000010011100000101001010000100	20
Times	111000001001000111	20
police	111000001001100101110000110001	20
think	11100000100110000010101001110011110	20
under	111000001001100001000011011	20
expected	1110000010011000001110001101010	20
whether	1110000010011000001110111001101	20
here	111000001001100001000100101	19
set	11100000100110000011110000001001	19
should	1110000010011000001000110011	19
work	111000001001100000100001000101101110	19
market	1110000010011101101100000000	19
now	111000001001100000100000011	19
violence	111000001001100000110010101	19
public	1110000010011100010100011	19
meeting	1110000010011000001100010101	19
Israeli	111000001001100000110001011000000001101101110	19
season	11100000100110000101000001100111	19
Party	11100000100110000011101111000010000010	19
ruling	111000001001100000011011001	19
plans	1110000010011000010111100	18
found	111000001001100000001011110111111110100	18
Some	11100000100110000010000100011001001	18
Phillips	111000001001100000111100100011011	18
.,	111000001001100001010100100	18
same	1110000010011000001010100111100100	18
leaders	11100000100110111110100111	18
end	1110000010011000001110001001001	18
Congress	111000001001100000100101001110001000000	18
use	1110000010011000101000011	18
four	1110000010011000001110111111000010	17
want	111000001001100000111011110110110111	17
saying	11100000100110000011000111110	17
That	1110000010011000001110010010100011	17
world	11100000100110000010000101000001100	17
House	111000001001100000111000111111101100	17
past	11100000100110000001100000110	17
director	111000001001100001010001001	17
&Cx1f	1110000010010100111001101000011110110100111110111100100001111000100011	17
early	1110000010011000001000101010010111111	17
month	11100000100110000011011001100000	17
league	111000001001100000111000100001010110110	17
sanctions	1110000010011110110000001	17
Supreme	1110000010011001110100	17
home	11100000100110000100110101011111	17
U.S	111000001001100001110100	17
long	11100000100110000011110000011110011	17
W.	11100000100110000011101111000100000	17
important	11100000100110000011110001100111001	17
good	1110000010011000001110111110000110011	17
members	11100000100110000101110000111001	17
're	11100000100110000010101000100011100111	17
days	1110000010011000010011111010	17
Germany	1110000010011000001111000011000111011	17
opposition	111000001001100000111001100011	17
know	1110000010011000001110101001110011	17
John	111000001001100010001111	16
N.Y	111000001001000101011101101000001001001110001001	16
nation	11100000100110000011110110000100	16
taf-z	11100000100101001110011010000111101101001111101111001000011110001000101	16
around	1110000010011000100111010100001	16
c.2000	111000001001000101011101101000001001001110001000	16
announced	1110000010011111000011101	16
economy	11100000100110100110011110	16
business	11100000100111000011101000	16
very	1110000010011000001111101001010	16
issue	111000001001100000111011110011010010001	16
America	1110000010011000001110111101000101	16
jellyfish	1110000010011000001111000110000111000100111011110011011001000010	16
killed	11100000100110000011001001110111001101101	16
show	1110000010011000001010110100000	16
Arab	11100000100110000011110100010100111000101	16
majority	11100000100110000011100011110001110010	16
Egypt	11100000100110000011110100010011011100	16
Senate	111000001001100000111000111100101110	16
Chapman	111000001001100000101010011001110110011111101010011100100	16
victory	11100000100110000011101100111011010	16
judge	11100000100110001011011100000	16
released	1110000010011000001110010110100011	16
without	11100000100110000011110110111101010	16
don't	11100000100110000010101001110011011101	16
vice	1110000010011000001110100101000110000	16
women	111000001001100000111101000101100011011101110010	16
leader	1110000010011000001110011011010110000001	16
become	111000001001110100001010110	15
office	11100000100110000011100010000111001	15
way	1110000010011000000110111010000111	15
birds	111000001001100000100111111111110110111011001111001	15
increase	1110000010011100000100001	15
strong	111000001001110000100001101001	15
help	11100000100110000010111010101101000111	15
To	111000001001100000101110001001010111011011	15
go	1110000010011000001010101001000	15
Guzman	111000001001100111101011101001100	15
World	11100000100110000010001101000000011001000	15
You	111000001001100000101101001110110	15
weeks	11100000100111011010100011	15
went	1110000010011011101000110101	15
earlier	11100000100111011000111	15
u	111000001001010011100110100001111011010011111011110010000111100010000	15
Cheney	111000001001100000111011111000110101	15
Herblock	11100000100110000011101000011010110	15
York	11100000100110000100101001010111011	15
school	111000001001100000101010001101010	15
me	1110000010011001100011010	15
my	111000001001100000101000001101010110111111	15
however	111000001001100000111010011001011	15
says	111000001001100010001101110	15
U.S.	11100000100110000010010101110101	15
If	111000001001100010110110011	15
chairman	1110000010011000001110111100011111100000011001100010101100010	15
candidates	11100000100110000011101101111111001111111	15
reported	11100000100111000001101011101000001110000	14
Minister	1110000010011000001110011111111010000011	14
support	111000001001100000010000100100	14
quarter	1110000010011100001010110100111001	14
open	11100000100110000001111111000000	14
Fox	1110000010011000000111111011011	14
services	1110000010011000001000010001000111	14
agreement	11100000100110000011111100110111010	14
us	11100000100110000010101000100001000001	14
high	111000001001100000111011010010111000	14
WASHINGTON	11100000100110000011100011101010111111	14
five	111000001001100001100001111	14
board	111000001001100000100000010010110010	14
There	11100000100110000010001010010101100000	14
area	1110000010011000001101100100100000	14
won	11100000100110000010111100100111000	14
Middle	111000001001100000111100110000110101000	14
attack	1110000010011000001100011001000101	14
need	11100000100110000011110001100000011101	14
Microsoft	1110000010011000001000100010101101011000	14
never	11100000100110000001111011111111111011000	14
10	111000001001100000111000100010100101011010101	14
EU	111000001001100000111101001000101010100001	14
find	1110000010011000001111010010000101011	14
Bonds	1110000010011000010011001111111	14
chief	111000001001100000110111110000100	14
local	1110000010011000001110111100001010010000	14
workers	111000001001101001010001011	14
military	111000001001100000101010110001101101	13
Serbia	11100000100110000010101011011110011	13
came	11100000100110000100000000110101	13
current	1110000010011110100111011	13
future	1110000010011000001000100011000101	13
s	111000001001100000101010110011110101111010000111	13
evolved	11100000100110000010011111111111011011101100111101	13
major	111000001001100000111100011000010101101	13
results	11100000100110000011101100101110010	13
loans	11100000100110000010001111011010001011101	13
interview	111000001001100000101010011001001110111000010	13
investors	1110000010011000001111001100000111001100	13
these	11100000100110000011110001100100101010110	13
Mexico	111000001001100000011010110010010	13
held	11100000100110000001000000100000	13
used	1110000010011000001000111000110111010	13
control	111000001001100000111000001100111110111001111	13
whose	1110000010011000001110110010001111	13
spokesman	1110000010011000110011100000	13
rights	1110000010011000001111000001111011111001111	13
Georgia	11100000100110000101001100111100001	13
international	11100000100110000010101011011111	13
policy	111000001001100000111011110101000110010	13
little	111000001001100000101101010101101011	13
pay	11100000100110000011110000111001010110000	13
oil	11100000100110000011110011010001100010100	13
late	11100000100110000010001010110110100	13
hearing	11100000100110000010000000111111	13
foreign	1110000010011000001110111101010001100110	13
prices	111000001001100000111100110111001101	13
pope	111000001001100000101010011110101001110110001110	13
others	1110000010011000001111010001011000110100	13
took	11100000100110000011101111001000010111	13
countries	1110000010011000001111010001010011100111	13
several	1110000010011000001111001100111	13
German	111000001001100000111100001010111000000101001111	13
West	111000001001100000110010001111000101101111	13
wife	1110000010011001010111101000	13
problems	1110000010011000001111011000100011011101101	13
few	111000001001100000111101010100011101011	13
hold	111000001001100000001000011000	12
right	111000001001100000101001111110001	12
role	111000001001100000010101110011	12
'm	111000001001100000110000101111	12
draft	111000001001101111101100001	12
average	111000001001110000111101000110001110	12
large	111000001001100000110011011111	12
states	111000001001100000100011011011101	12
information	111000001001100000010011011100001111101	12
number	11100000100111100010110	12
For	111000001001100001000000110000100110011	12
see	11100000100110000010111100011101	12
video	111000001001100000111011110110000100111	12
Social	111000001001111100100011001110	12
Iraq	11100000100111101100001111100000	12
site	111000001001111110100001001	12
does	1110000010011000001010100111101111000101	12
votes	1110000010011000001110110010000111111111	12
Shea	111000001001100001010000011110	12
Soviet	111000001001100000111001001011100000100010000111	12
away	11100000100110010001111011011011	12
security	111000001001100000110110111010011	12
months	111000001001100010110100110011101011	12
death	11100000100110000011101110010000100111011	12
While	1110000010011000001001001000011000	12
Compaq	1110000010011100001110010010	12
ballots	111000001001100000111011001000101010010100110000	12
Committee	11100000100110000011101111000011111001100	12
similar	11100000100110000011010110010100001000000	12
northern	11100000100110000110100010100111	12
began	11100000100110010010010011001	12
lost	111000001001100000111100110010001010110110	12
across	11100000100110000011110101011000111110100	12
likely	11100000100110000011110010101110101000111	12
third	111000001001100000110011111010000000010	12
better	111000001001100000111100100111100011111	12
Palestinians	111000001001100000110010110100010	12
interest	11100000100110000010001111001001000001	12
candidate	11100000100110000011101110001010111	12
died	11100000100110010101101011111	12
main	111000001001101000001101001100	12
according	1110000010011100010101001000001111	12
Europe	11100000100110000011101111010011011100100	12
executive	111000001001100000110111110000101	12
must	11100000100110000010000010100111001	12
top	111000001001100000111100100010001000	12
-	111000001001100000111011111001101111000011110	12
news	111000001001100000111101100000101011001011	12
After	11100000100110000011101100101000001110	12
coach	11100000100110000011100010000101001000000	12
term	1110000010011000001011010110101100	12
place	111000001001100000101010010110001100	12
accused	111000001001100000111000001010111000101	12
outside	111000001001100000110000001111101100101001101000	12
rose	11100000100111001000110100011001	12
inflation	1110000010011000001111001101101100100	12
legal	11100000100110000101100000110100	12
Roy	111000001001100000111101101110001100011111001111	12
rally	11100000100110000011011011111000101	12
once	1110000010011001100010000101111	12
Schumacher	11100000100110000011001111101000001011101110001110	12
own	11100000100110000010010100101000011100001	12
financial	111000001001100000101010001100110101	11
University	1110000010011000001110111111000100000001011	11
corporate	1110000010011000001000111100100100101001001011	11
city	11100000100110111011111010110100010	11
Broncos	11100000100110000010101001011110101001010100011001011	11
Rodriguez	1110000010011000001110001101111011111011	11
watched	111000001001100000111011111100010001110010011	11
European	11100000100110000011110100111101001	11
air	11100000100110000011101111000000001000	11
family	11100000100110000010100000110100000	11
Council	1110000010011000001100010111000110111	11
flights	111000001001100000100100001100010	11
economic	111000001001100000111000101011100110100001	11
step	11100000100110000011100100100000110100010	11
Koetter	111000001001100000111000110011111011010101	11
supporters	111000001001100000111011010111111000	11
near	1110000010011000011011110001100111110	11
16	111000001001100001001101101011100010001	11
share	11100000100111000011100101011	11
done	111000001001100001101001000011000	11
part	111000001001100001111110011011100111	11
cents	1110000010011100011110000010111000001	11
source	11100000100110000010001000101011010110011	11
big	111000001001100000111010000000011111101	11
national	1110000010011000001110111100000001111001010100	11
almost	111000001001110100110001111	11
administration	11100000100110000011101001101001100100100	11
rise	11100000100111110100111110110001	11
though	111000001001100000111100000100010110111101001	11
report	11100000100110000011100010101010110011	11
attacks	111000001001100000110001011000000001100101	11
SEC	1110000010011000001111001000110001000111001000	11
region	11100000100110000011110101000100110110010	11
far	111000001001100000111000101000001001101	11
rate	1110000010011110000000111010101111	11
Oct	111000001001110011011100110	11
job	11100000100110000011100010000101001000001010	11
mutual	1110000010011000001111001000110001000111001001	11
Nasdaq	11100000100111001011011001110	10
example	111000001001101110001000111	10
His	111000001001101110101111111011000	10
series	1110000010011000001111010101100011101101	10
best	1110000010011000001110111000110011110101	10
asked	11100000100110000011110100001011011	10
___	11100111010	10
industry	1110000010011000001111001000110001000111000000	10
small	111000001001100000111011100111100101110	10
Russian	111000001001100000111001001001011100000	10
sent	111000001001100000100001001010101111	10
earnings	11100000100110000010001001101010011001	10
Donnan	11100000100110000101001100111100000	10
line	1110000010011000001100110111100110011	10
put	1110000010011000001111001010010101101	10
system	111000001001100010101000101111	10
rule	11100000100110000011100010010001000110010101100	10
Vice	111000001001100000111011110001011111011	10
appeal	1110000010011010100100001110100101	10
change	111000001001100000110111111000010100000	10
television	111000001001100000111011110000100000110101001101	10
comes	11100000100110000010000101101100111000100110	10
your	111000001001100000100000001111101	10
taken	1110000010011000001100011100111111101	10
history	1110000010011000001110001110100100011011001111	10
AOL	1110000010011000001000010001001110001010	10
station	1110000010011001000111111000011111	10
toward	111000001001100000101101010101101001110111	10
Gov	1110000010011000001110111100010011010	10
With	111000001001100001000100010001000001	10
voters	111000001001100000111011011011010011000001001110110	10
As	111000001001100000111011110001011101011	10
win	111000001001100000110011110000000010	10
British	11100000100110000011100000111000011110	10
final	11100000100110000110011000110101110	10
effect	1110000010011000001111001100001011000011100001001010	10
well	1110000010011000001010100111011001101000	10
call	111000001001100000110111011	10
Press	11100000100110000010001000101111011001111	10
deal	11100000100110000011110110010100010010011	10
messaging	11100000100110000010000100010011100010110	10
black	11100000100110000100010011110010001110000010101110101011111001	10
money	111000001001100000111001010110011100	10
've	11100000100110000010101000111110111111	10
remain	11100000100110000010110110100110111	10
20	1110000010011000001100001111010101	10
insurance	111000001001100000100011110001011010111001000101111001	10
believe	111000001001100000100001011100101001	10
Gulf	1110000010011000001111000110011001010000100000100	10
30	111000001001100000111100000000110000	10
thought	11100000100110000010101001010111000000001	10
too	111000001001100000111100100011101001111111010010111100	10
games	1110000010011000010011011001100011	10
efforts	111000001001100000110100010100101000011111	10
head	11100000100110000011110010101000111011100110	10
come	11100000100110000010010010111001101010100101	10
short	11100000100110000010000100110110000011	10
health	111000001001100010100111111010	10
leading	1110000010011000001110011101011011010001100110	10
hit	111000001001100001001100010011001100011101	10
higher	111000001001100000111100110111110101	10
bomblets	111000001001100000001010000110001001	10
noted	1110000010011000001111000000000000111	10
tax	1110000010011000001000111100100100101001001010	10
postseason	1110000010011000010011001111110	10
North	111000001001100000010110110111110110111	10
electoral	1110000010011000001110111100001100010010000	10
music	11100000100110000010001101111100001	9
dinosaurs	111000001001100000100111111111110110111011001111000	9
schools	11100000100111000101000001001110111111	9
things	1110000010011010011011110000101	9
old	11100000100110000010100000001001001011001111111	9
continue	11100000100110100100000001	9
leave	11100000100110000010101001111001111110001101	9
Jewish	111000001001100000111001010000101110111	9
drive	11100000100110000010100001100110	9
Protopteryx	111000001001100000100111110011111101110	9
her	111000001001100000101110101011010001000110100010111110000100100001	9
Hewlett-Packard	1110000010011000001111000010101110000001010011101	9
session	11100000100110000011000110110010101001	9
community	111000001001100000111000001111000001000100111	9
Stock	11100000100110000100101001010111000	9
bird	11100000100110000010011111100010111001011011	9
One	1110000010011000001110111100100101001010	9
San	111000001001100001001100100110010110	9
decade	111000001001100001001101111101000110	9
lawsuit	111000001001100000100100001001001111111	9
less	111000001001110000110101000	9
official	111000001001100000111011001111010	9
Indonesian	11100000100110100100010110111100	9
prison	1110000010011000101101110000101111	9
adding	11100000100110000010101001111101000110100111	9
denied	11100000100110000010000000100010110	9
cannot	111000001001100010000000111111000	9
return	111000001001100000101001010011011001111010	9
republic	111000001001100000111001100101110001111	9
building	11100000100110000011000111011011000110	9
General	1110000010011000001100010111101010111101	9
committee	1110000010011000001110111100011111100000011001100010101100011	9
latest	11100000100110000011110101011110010	9
game	111000001001100000101010001111011101001	9
At	111000001001100001111011001	9
started	111000001001100000111011011000100	9
peace	11100000100110111101001011101010	9
times	111000001001100000111011110010101110100	9
border	11100000100110000001111111000001	9
able	111000001001100000101010011101100110111	9
based	11100000100110000001001101100101	9
parts	11100000100110000011110101010010100101100100100111	9
aides	111000001001100000111011110001011101010001111000001	9
force	1110000010011000001100010111101010110	9
Parkhurst	1110000010011001010111101001000010	9
100	1110000010011000001111000000111010110001	9
Alabama	11100000100110000110110110000100011	9
consumer	1110000010011000001000010100011010111101	9
ban	1110000010011110101101001010101	9
left	1110000010011000101100010101001	9
sale	111000001001100000111111000101001001111110	9
father	1110000010011000001101100010011010	9
may	111000001001100000101011100100001100	9
get	11100000100110001011100101101010	9
morning	11100000100110111110010110101101000110101	9
among	1110000010011010111001011000101110	9
running	111000001001101110010100100011011101	9
Although	11100000100110000011110100011100110101	9
audience	111000001001100000111011111100010001110010010	9
Net	11100000100110000010101001101000	9
further	111000001001100000100101011000110101010	9
hard	111000001001100000111100011000011100010011101111001101111	9
elections	111000001001100000011010110001111111100	9
anthem	111000001001100000111001001011100000100010000110	9
environmental	11100000100110000011110000011000001011100111100	9
apparently	11100000100110000010010000011001010	9
tomb	1110000010011001001101010011000000100011	9
every	1110000010011000001111000110101000010	9
analysts	111000001001100000111100110000110101101	9
phone	1110000010011101100111111001110	9
criticized	11100000100110011111100101100010001	9
environment	11100000100110000011101110011000110100000	9
agreed	11100000100110000011100011001111101100111	9
GOP	11100000100110000011110010100010100001110111	9
period	11100000100111000001010110011101000	9
Army	111000001001100000001010000110001000	9
International	111000001001100000111000111111010001111100	9
Assad	1110000010011000001101100010011011	9
fish	1110000010011000001111000110000111000100111011110011011001000011	9
decisions	11100000100110000010010001010111101110	9
Joseph	1110000010011000000101000111001001	9
fees	1110000010011100010100101110110	9
kind	111000001001100000101110010010110010110101011011100010010	9
Nokia	11100000100111011001111110010	9
income	1110000010011100000101011001110001110	9
&	1110000010011100101010010001101100101	9
six	11100000100110001011001111110	9
pants	11100000100110000100010001000100111101111011	9
Democrat	1110000010011000001110111100010010011110011010	9
Houston	111000001001100000111011110000010000001	9
Britain	1110000010011000001010011110111110001	9
Chicago	11100000100110000011100010000101001000001011	8
Jones	111000001001110010110110110101111	8
Union	11100000100110000011110100111101000	8
men	11100000100110000011110110010000000100101111101	8
planned	111000001001100000111101111110111001010011	8
Watts	111000001001100000011101111110011000	8
raised	11100000100110000011101111000111111000000110011000101011001	8
County	111000001001100001101111000110001011	8
Associated	11100000100110000010001000101111011001110	8
allowed	111000001001100000111101101011010011110110	8
can't	11100000100110000010111010100011010011	8
costs	11100000100111000101000001000110	8
summer	11100000100110000010100001011101100110001111	8
investment	111000001001100000111100100011100001000111111	8
Michael	111000001001100000110101010001011000010000110111	8
owners	111000001001100000100100110101110111	8
plan	111000001001100000001001101011010	8
failed	1110000010011000010001000001111101111001	8
age	111000001001100000111000001000111000101000111	8
summit	111000001001100000111101001000101010100000	8
code	11100000100110000010001000101011010110010	8
move	111000001001100000111001001011010100000000	8
Meanwhile	1110000010011000001010110011000	8
figures	111000001001110001010000010011101110	8
arrest	1110000010011000101011010010111010	8
September	111000001001100000111100110101100111111001000	8
Republicans	1110000010011000001110001111001111110110	8
war	1110000010011000001110011010111111001100	8
together	11100000100110000010101000101011101001111	8
shares	111000001001110110111000000001	8
trial	11100000100110010010111111010011	8
ended	111000001001100001001101000010111	8
care	111000001001100010100111111011	8
charges	1110000010011000101011110111000010	8
Mark	111000001001100000111000100010100101011010100101110101111111	8
lot	11100000100110000011101110010100101	8
trying	1110000010011000001011101000111100010000101	8
broke	11100000100110000010001000010110100011011	8
7	11100000100111011111000001	8
close	1110000010011000000110100110111001101	8
Bill	1110000010011000001110111100011110101110101111010	8
Tommy	11100000100110101010011111011111	8
Nov	11100000100110000010000010111000001010011010100	8
overall	11100000100111000011110100011000110001	8
South	111000001001101001010101111010000000	8
Rutgers	111000001001100001010000011111	8
else	11100000100110000010000100111000110111	8
protest	111000001001101001011011110	8
Arizona	1110000010011000001110001100111110110101001	8
met	11100000100110000011110010001000001010001	8
personal	11100000100110000010100111000110000111	8
arrested	11100000100110000011110110000110001111111010000	8
trading	1110000010011000001111001000111010011111110100101111010	8
lawyers	111000001001100111101111010011100110	8
Nixon	111000001001100000111010001010100	8
modern	111000001001100000100111111000000110101	8
Egyptian	111000001001100000111101000101010110010000101010	8
appeared	1110000010011000001100011001110000100	8
weekend	111000001001101110111011100111	8
suspect	11100000100110010110110100010011	8
Russia	11100000100110000011100100101100101111011100010	8
making	111000001001100001000000110000000110	8
anyone	111000001001110101011010	8
shot	1110000010011001011011010010010	8
nearly	111000001001100000111001011010000011001100	8
airline	11100000100110000010010001101110011000110	8
again	1110000010011000001110111101111111101	8
operating	1110000010011100000101011001110001111	8
published	11100000100110000010101001100101101100010000101	8
house	11100000100110001010110100101110110	8
statement	1110000010011000001100110100010101010011	8
annual	11100000100111100010111100111	8
Chinese	1110000010011000001001111110001011100101100	8
named	1110000010011000001110111100011111100000011001100010101100001	8
private	111000001001110001010000010011101111101	8
industrial	11100000100111001011011011010110	8
Wahid	1110000010011010100011100001	8
homes	111000001001100001101111000110001010	8
Taliban	1110000010011000001110010110100000110011011011	8
biggest	1110000010011000001110001101111011101011	8
resolution	111000001001100000110001011110101011111	8
Go	111000001001100000111000001011100011001101	8
wanted	11100000100110000010101110100010001010101	8
conference	111000001001100000111101100000101011001010	8
officer	11100000100110000010100111110101100010	8
Chirac	111000001001101111111010000011011	8
Northwest	111000001001100000100100001100011	8
water	111000001001100000111100011010000000010110111111	8
groups	111000001001100000011000010010011111110	8
White	111000001001100000111000111111101101	8
given	11100000100110000011110010100111110001010	8
district	111000001001100000111110100001010001000000001	8
spokeswoman	1110000010011000011111011011000100	8
trade	11100000100110000011010110110100101000	8
included	111000001001100001000100111100100011100000101011101010111101001	8
program	1110000010011000001000100010001010110001	8
Parliament	111000001001100000111000001000111100110111	8
added	111000001001100100010100110001000010001010	8
recently	1110000010011000001110001000110111101101010	8
sold	111000001001100000111100001110010101100011	8
issued	1110000010011000001111110100111000001	8
smaller	111000001001100000111001100101001101110111000	8
capital	1110000010011000001101101111100010010	8
parliament	1110000010011000001110010101001100100010	8
something	111000001001100000101010001111111111110000011101	8
Copley	111000001001100000111111000101001001111111	8
view	1110000010011000001000100010001010110011	8
below	11100000100110000011110000000100011001110	8
largest	11100000100110000011100000110011101011	8
book	11100000100110000010101001100101101100010000100	8
College	11100000100111000101000001001110111100	7
spoke	111000001001100010001010001001	7
Dow	111000001001110010110110110101110	7
service	11100000100110000010000100110110000000001	7
nations	111000001001100000110001101111001	7
dozen	1110000010011011111000001010110	7
